Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,41.3961296081543,65.26000213623047,56.069091796875,177.9733428955078,22.12299919128418,41.459245154422774,65.28800201416016,56.10132281445176,180.0669141301532,22.2549991607666,41.0595181171993,63.669498443603516,54.94637108166763,176.0186809548209,21.600000381469727,41.18340935111223,63.669498443603516,55.05001429043601,176.6735455434726,21.718000411987305,101672400,108874000,38586000,77551300,81994000
2018-01-16,41.18574142456055,65.24299621582031,56.071563720703125,177.00099182128906,22.152999877929688,41.93376483703263,66.99700164794922,56.97311273998097,180.33483027965096,22.60700035095215,41.17405283422285,64.61499786376953,55.87121991457771,176.65371098896813,21.719999313354492,41.58546481936825,66.1500015258789,56.54812417657074,180.08677686798706,22.423999786376953,118263600,144414000,36462000,36183800,135161000
2018-01-17,41.86597442626953,64.75,56.488128662109375,176.21714782714844,21.75,41.90103662850465,65.69999694824219,56.49903628307341,177.92375649243675,22.114999771118164,40.923931879747094,64.04399871826172,55.71402429869447,174.43116025417478,21.631999969482422,41.17638686955348,65.61199951171875,56.352250653332995,177.86421095668882,22.100000381469727,137547200,105076000,27830000,27992400,91231000
2018-01-18,41.90338134765625,64.66600036621094,56.332908630371094,178.39999389648438,22.033000946044922,42.09974042023661,65.2300033569336,56.5620140670971,179.57079858271496,22.058000564575195,41.6672874824555,64.20099639892578,55.762125662718006,175.7011719113024,21.655000686645508,41.929094823419305,64.69750213623047,56.50052202410961,176.7429991351371,22.034000396728516,124773600,80538000,27498000,23304900,82253000
2018-01-19,41.71637725830078,64.72899627685547,56.70632553100586,179.87838745117188,22.04599952697754,41.97818459371661,65.6500015258789,56.72021070996429,180.94997989978438,22.349000930786133,41.470931097919724,64.64949798583984,56.16083473617007,178.76711312223028,21.850000381469727,41.75143946684489,65.5999984741211,56.43506891231279,179.44182620764286,22.274999618530273,129700400,91570000,30552000,26826500,105486000
2018-01-22,41.375083923339844,66.3655014038086,57.73085403442383,183.92662048339844,22.757999420166016,41.557414516297534,66.37249755859375,57.86574078088286,183.9464689935451,22.77899932861328,41.2815823355666,64.83300018310547,56.62300979947485,179.00524976543338,22.1200008392334,41.44521189759825,64.8584976196289,56.722192343467434,179.39221244341843,22.200000762939453,108434400,82802000,29550000,21059500,177033000
2018-01-23,41.38444137573242,68.12699890136719,58.32643508911133,187.87567138671875,25.02899932861328,41.9454617211586,68.24500274658203,58.44247659523314,188.07411110002806,25.770999908447266,41.33301798842127,66.86699676513672,57.884091874682795,184.10525627392343,24.802000045776367,41.44522063076343,66.90450286865234,58.051209652613295,184.60136312718652,25.5049991607666,130756400,103386000,39138000,25678800,277053000
2018-01-24,40.72523498535156,67.87550354003906,58.084434509277344,185.09747314453125,26.1299991607666,41.44520856729474,69.40799713134766,58.86597712030096,189.17547215366278,26.17099952697754,40.48680131877495,66.9000015258789,57.891528893223416,185.06770794402502,24.930999755859375,41.43351997804808,68.74099731445312,58.763325166375935,188.4114633473833,25.08799934387207,204420400,136150000,37128000,24334500,173524000
2018-01-25,39.998268127441406,68.89749908447266,58.62248229980469,186.0201873779297,26.969999313354492,40.89589656869833,68.91699981689453,58.76431163354587,187.1513101905273,27.229999542236328,39.862688274304936,67.88099670410156,58.11170450023698,185.14704977134807,26.023000717163086,40.79304264101837,68.4000015258789,58.551569524647675,186.4865289457528,26.299999237060547,166116000,95060000,29984000,17377700,153364000
2018-01-26,40.09175491333008,70.10250091552734,58.891265869140625,188.5205841064453,27.459999084472656,40.206297393461384,70.12650299072266,58.891265869140625,188.5205841064453,27.459999084472656,39.75280718937289,69.04550170898438,57.922772751632536,185.35542029826166,26.875999450683594,40.206297393461384,69.60050201416016,58.88977898213961,186.28810350518478,27.14900016784668,156572000,97146000,42170000,17759200,110218000
2018-01-29,39.261924743652344,70.88400268554688,58.83770751953125,184.5319061279297,28.458999633789062,39.77619070677116,71.56950378417969,59.408986114209235,187.3696380145805,28.680999755859375,39.05388063992829,70.02200317382812,58.71769720777798,184.18464040479603,27.392000198364258,39.77619070677116,70.45899963378906,58.913084740245644,187.2803424120587,27.420000076293945,202561600,114038000,31494000,20453200,175297000
2018-01-30,39.030494689941406,71.89099884033203,58.38594055175781,185.66297912597656,27.8799991607666,39.12399627428952,71.9625015258789,58.90961228811915,186.71472297874615,28.273000717163086,38.499864103281,69.5999984741211,58.24411121339858,180.42409323068864,27.270000457763672,38.6938832793173,70.15850067138672,58.40329891610791,186.1590858595453,27.700000762939453,184192800,117438000,37338000,20858600,124829000
2018-01-31,39.13802719116211,72.54450225830078,58.6264533996582,185.434814453125,27.030000686645508,39.374124613366014,73.62899780273438,58.82977478286543,188.3519251010696,28.229000091552734,38.92063436894064,72.50199890136719,58.12460068518997,183.77781942071672,26.95800018310547,39.007123526143936,72.56500244140625,58.70530002463101,186.90328646352634,28.194000244140625,129915600,128494000,36022000,43275100,116951000
2018-02-01,39.21984100341797,69.5,58.595211029052734,191.5865478515625,26.506999969482422,39.41619648711814,72.99400329589844,58.8858123025016,193.79919539749767,27.19499969482422,38.98140730643512,69.25700378417969,57.98872383699025,186.42703942001728,26.33799934387207,39.07724875688061,72.25,58.31750745953423,186.75447177174732,26.641000747680664,188923200,182276000,73514000,54211300,96690000
2018-02-02,37.518089294433594,71.49749755859375,55.50128173828125,188.79840087890625,26.743000030517578,38.990762671698725,74.9000015258789,56.10132195619659,192.69780816421374,27.062000274658203,37.42458769489759,70.69999694824219,55.10307223257932,188.50073377361915,26.270999908447266,38.80375590576933,73.86949920654297,55.908911977935325,190.5446913486245,26.299999237060547,346375200,222514000,117842000,26677500,91236000
2018-02-05,36.58071517944336,69.5,52.68406295776367,179.84864807128906,25.426000595092773,38.30818309023463,72.9489974975586,55.292505129117984,189.12585213250935,26.790000915527344,36.466172711856956,66.03600311279297,52.40388126656308,179.20371522852162,25.003000259399414,37.19082244248908,70.13099670410156,54.57939722930204,185.47449787905256,26.200000762939453,290954000,229900000,83550000,33128200,118961000
2018-02-06,38.1095085144043,72.14199829101562,53.777034759521484,183.86709594726562,26.57200050354004,38.270801859878276,72.19950103759766,53.92332476135925,184.32352085530795,26.670000076293945,35.99867726898092,67.5895004272461,51.07833873275728,176.35604702517875,24.5,36.19269654202508,68.072998046875,51.275213158237804,177.17958611274838,24.770000457763672,272975200,221336000,76630000,37758500,125958000
2018-02-07,37.293678283691406,70.83899688720703,52.33792495727539,178.77703857421875,26.45599937438965,38.19598257725575,73.04949951171875,53.88116972799256,183.63889428170924,27.2450008392334,37.183815515739305,70.75749969482422,52.298747569900236,178.5488336861869,26.433000564575195,38.123518306819236,72.44999694824219,53.803809994563316,182.71612776405163,26.658000946044922,206434400,143254000,51942000,27601900,89815000
2018-02-08,36.267494201660156,67.5250015258789,49.97248077392578,170.2440185546875,25.010000228881836,37.63497773878801,71.6875,52.7604354198397,180.42412507381815,26.761999130249023,36.23944442797,67.49700164794922,49.823213214703266,170.14479113447067,25.0,37.46900825511856,71.48400115966797,52.55910033343243,179.60058593395013,26.70800018310547,217562000,171572000,66792000,38478300,93067000
2018-02-09,36.711090087890625,66.9800033569336,51.884674072265625,174.73875427246094,24.94700050354004,37.058460813619604,69.17500305175781,52.154939421196886,175.5225964292041,25.579999923706055,35.26292594672998,63.29650115966797,49.44136696056784,165.87827811141383,23.611000061035156,36.865999961496776,68.67449951171875,50.873530413868025,173.3992597294425,25.385000228881836,282690400,282830000,98360000,39887600,169069000
2018-02-12,38.18976974487305,69.3115005493164,52.295780181884766,175.0364227294922,25.795000076293945,38.4667265805271,69.69049835205078,52.841766609935185,176.1675457436953,25.915000915527344,36.96927155384121,67.20050048828125,51.84599874927794,170.50199884607702,24.899999618530273,37.201636376347686,68.2334976196289,52.40041465388367,175.68135557952797,25.214000701904297,243278000,134778000,56240000,32092100,85349000
2018-02-13,38.57234573364258,70.72550201416016,52.27494812011719,171.80177307128906,25.82699966430664,38.66857795561748,70.98600006103516,52.62604638340829,174.5998225974383,26.141000747680664,37.94097353876356,69.17649841308594,51.91690726786351,171.75217450492073,25.469999313354492,38.011387447072025,69.29650115966797,52.069644225040435,174.2525417929948,25.729000091552734,130196800,118358000,31586000,21809400,68552000
2018-02-14,39.283504486083984,72.55249786376953,53.19533920288086,178.12220764160156,26.600000381469727,39.32340485070856,72.60299682617188,53.33270409658668,178.40994295297568,26.988000869750977,38.229656385108385,70.16799926757812,52.05972837561951,171.86134161775726,26.033000946044922,38.2672073520852,70.3125,52.28387374049977,172.0994632161415,26.047000885009766,162579600,119184000,41304000,28929700,109720000
2018-02-15,40.602596282958984,73.08799743652344,54.12069320678711,178.5587615966797,28.027000427246094,40.62606519891659,73.4469985961914,54.256571212523454,179.0945502655238,28.049999237060547,39.666099508224036,71.84200286865234,52.9240821910196,175.46304494787478,26.76300048828125,39.85151934431027,73.34449768066406,53.728435037863214,179.0945502655238,27.003000259399414,204588800,113054000,37396000,20922100,107597000
2018-02-16,40.47114562988281,72.43450164794922,54.32600021362305,175.97901916503906,27.851999282836914,41.032107382495894,73.29000091552734,54.96124903312961,178.47940188173544,28.195999145507812,40.31623936113969,72.3280029296875,54.130117040712896,174.92727508499433,27.569000244140625,40.45471775078253,72.86849975585938,54.22086633158134,177.59633231075645,27.87299919128418,160704400,89452000,39948000,20645300,83124000
2018-02-20,40.33502960205078,73.4175033569336,54.72718048095703,174.63949584960938,27.854999542236328,40.900679588295006,74.4384994506836,55.35697356321542,176.5643924968906,28.58099937438965,40.234102152798535,72.32450103759766,54.053249936484505,173.74650973941633,27.660999298095703,40.38197101922367,72.32450103759766,54.19011920041888,174.40137429487885,27.77400016784668,135722000,129984000,33754000,21204900,77690000
2018-02-21,40.15195083618164,74.14600372314453,55.231014251708984,176.52471923828125,28.104000091552734,40.86781542185468,75.17449951171875,56.3443141726212,179.8585574271064,28.663999557495117,40.13786518942926,73.94599914550781,54.921571529083906,175.0264670633768,28.000999450683594,40.56504027258118,74.25,55.00042193417786,175.33406598655316,28.207000732421875,149886400,126088000,41486000,23200800,93711000
2018-02-22,40.487579345703125,74.26699829101562,55.04009246826172,177.59632873535156,27.81399917602539,40.82790900653201,75.12699890136719,55.811714885519635,178.80683061366898,28.450000762939453,40.30215954364588,73.78800201416016,54.80454007218007,176.02862933326867,27.44499969482422,40.32328263855121,74.76799774169922,55.49979401074562,177.30857829510717,28.38800048828125,123967600,97162000,28010000,18464200,88915000
2018-02-23,41.19171142578125,75.0,55.942142486572266,181.86282348632812,28.593000411987305,41.226916584183606,75.0,55.9872712108776,181.9620509019941,28.600000381469727,40.73167706139258,74.32499694824219,54.967698009947114,178.1122573018194,27.7810001373291,40.76219058627438,74.76699829101562,55.47450705289825,178.49921999895196,28.100000381469727,135249600,88362000,25292000,19007300,73018000
2018-02-26,42.006160736083984,76.09750366210938,56.716243743896484,183.49008178710938,29.416000366210938,42.10473876856565,76.14199829101562,56.741036543518234,184.2144087264484,29.565000534057617,41.358360702033096,75.3499984741211,56.00412704241539,181.79340475053135,28.701000213623047,41.39122004619365,75.45999908447266,56.12909364877986,183.14281605809265,28.875,152648800,99100000,30912000,17599700,102686000
2018-02-27,41.87002944946289,75.5989990234375,55.41747283935547,180.0470733642578,29.06100082397461,42.36057381022389,76.33899688720703,56.74351486728619,183.26183550381754,29.736000061035156,41.81604700695905,75.3604965209961,55.38176863743762,180.0470733642578,29.05900001525879,42.03667557380085,76.2249984741211,56.716240141035705,183.01378212193907,29.476999282836914,155712400,96176000,42964000,15849800,94165000
2018-02-28,41.80665969848633,75.62249755859375,54.74354553222656,176.93153381347656,29.13800048828125,42.39343632161307,76.43499755859375,55.92032007840852,181.4560253404468,29.575000762939453,41.79023181536693,75.5999984741211,54.69792496509287,176.75292749531835,29.077999114990234,42.07422969537611,75.97550201416016,55.64013458167167,180.88053964412475,29.309999465942383,151128400,90300000,49292000,18783000,76535000
2018-03-01,41.07435989379883,74.67250061035156,53.131370544433594,174.57005310058594,29.038999557495117,42.19627640895745,75.92449951171875,55.108033526161094,178.71749844130207,29.524999618530273,40.52513788389774,73.25,52.927057899393276,173.05196759166571,28.382999420166016,41.9052339409774,75.68000030517578,55.022244310460025,177.6161408034602,29.274999618530273,195208000,136704000,55338000,23201600,119321000
2018-03-02,41.35834884643555,75.01249694824219,53.762657165527344,175.24476623535156,30.104999542236328,41.379471937040876,75.05249786376953,53.899030812436955,175.73095636374896,30.118000030517578,40.47583485955829,72.75050354003906,52.07510469721638,171.64304105878443,28.322999954223633,40.55798498711084,73.45500183105469,52.465376601770885,171.94069303537623,28.46500015258789,153816000,131752000,50162000,20025900,133453000
2018-03-05,41.50153732299805,76.18049621582031,54.28929901123047,178.99534606933594,31.5,41.71747068327421,76.26899719238281,54.60766685300695,179.73950634701885,31.69099998474121,40.96170213160757,74.05000305175781,53.17401652362872,174.5204677165954,29.760000228881836,41.12365304716473,74.71199798583984,53.464617792333975,174.82805154230758,30.28499984741211,113605600,104678000,28648000,16189300,189861000
2018-03-06,41.46632766723633,76.88200378417969,54.593788146972656,178.38018798828125,32.52199935913086,41.83717090219632,77.10649871826172,54.82835310151064,180.959949811982,32.57899856567383,41.339585499505745,76.4000015258789,54.27641152552724,177.71540658801553,31.649999618530273,41.757370145425206,76.66000366210938,54.65329768227909,180.36461550190322,31.988000869750977,95154000,91234000,23382000,15086800,185258000
2018-03-07,41.081398010253906,77.25,55.294986724853516,182.2795867919922,32.11600112915039,41.273862430596104,77.29499816894531,55.35251373694703,182.3887309053718,32.374000549316406,40.903019234965775,76.12550354003906,54.04878630713491,176.68350208957622,31.454999923706055,41.06027491477236,76.32599639892578,54.19309379120403,177.34828345653224,32.0,126814000,83482000,30748000,19097300,171322000
2018-03-08,41.529693603515625,77.59300231933594,56.00611114501953,180.9202423095703,31.700000762939453,41.57193979190114,77.74400329589844,56.108263680275236,182.96420010787622,32.29199981689453,41.09078593320187,77.26249694824219,55.40210212118872,180.03717272273,31.413000106811523,41.187014556102035,77.5,55.40210212118872,182.13074423400033,32.220001220703125,95096400,77252000,33862000,17225900,113401000
2018-03-09,42.24321746826172,78.94450378417969,57.56621551513672,183.7877197265625,33.14400100708008,42.2479126835741,78.9469985961914,57.57414936212211,184.0655383216074,33.14400100708008,41.63531780640628,77.9540023803711,56.249597958853435,181.7834591680213,32.02299880981445,41.76910458230956,78.17500305175781,56.507960640273545,182.4780056556335,32.132999420166016,128740800,90686000,42662000,18526300,145002000
2018-03-12,42.651615142822266,79.91950225830078,57.818626403808594,183.32138061523438,32.130001068115234,42.80887083210406,80.2665023803711,58.42511353410311,184.65095835526108,33.39799880981445,42.29720338770059,79.33499908447266,57.48488274196282,182.78559192893863,31.860000610351562,42.31597708610445,79.62999725341797,57.774984573452286,183.787722221815,33.35599899291992,128828400,103484000,44306000,15301200,203692000
2018-03-13,42.24085998535156,79.40899658203125,56.52829360961914,180.46380615234375,31.58799934387207,43.06938797986928,80.87699890136719,58.41718483569654,184.54180446727887,32.58399963378906,42.06952227846858,78.90049743652344,56.26348396423701,179.6997974761212,31.327999114990234,42.85580050964318,80.7979965209961,58.11121150101052,184.1647584717446,32.387001037597656,126774000,130638000,43140000,18067500,129172000
2018-03-14,41.88177490234375,79.55000305175781,56.97360610961914,182.75582885742188,32.154998779296875,42.36997355339062,80.3219985961914,57.51264983982908,182.81535925214953,32.38800048828125,41.73390602581202,79.54450225830078,56.64928698277355,180.4340526231739,31.770000457763672,42.32303213300936,79.8499984741211,56.820373541679274,181.17821283722608,31.81599998474121,117473600,85188000,41870000,16821700,104751000
2018-03-15,41.93104553222656,79.11599731445312,57.058902740478516,182.42840576171875,32.10900115966797,42.30423809273555,79.84549713134766,57.648530918307635,182.56731506975962,32.34000015258789,41.79491654145905,78.90550231933594,56.317532656728815,180.7714107515244,31.81399917602539,41.89584037623486,79.75,57.007330847302676,181.81323813182047,32.31700134277344,90975200,81394000,33382000,15614300,56429000
2018-03-16,41.783180236816406,78.58399963378906,56.256046295166016,183.64881896972656,31.844999313354492,42.04135973699052,79.47200012207031,57.36636872328307,183.8869556936874,32.4109992980957,41.689293851971776,78.375,56.104300590504835,181.9819073219367,31.836999893188477,41.931045473172695,79.17250061035156,57.29396905727139,183.05349986979246,32.141998291015625,157618800,108500000,58656000,24403400,73337000
2018-03-19,41.144771575927734,77.24649810791016,54.5526237487793,171.21636962890625,31.347999572753906,41.65409318133053,78.08300018310547,55.50970975837877,175.79047474978412,31.700000762939453,40.759846310114575,76.26750183105469,53.99969099855427,168.73583572691126,30.733999252319336,41.61888802159753,77.72650146484375,55.42987187779874,175.63171694646186,31.579999923706055,133787200,131616000,63656000,88140100,99252000
2018-03-20,41.13069534301758,79.32550048828125,54.34087371826172,166.84071350097656,31.75,41.49684338174766,79.3499984741211,54.82437680342682,168.87475444209613,31.950000762939453,41.060281432169425,77.27050018310547,53.6773551646342,160.68899210879263,31.280000686645508,41.13069534301758,77.51699829101562,54.46980535202091,166.1660155091787,31.326000213623047,78597600,91632000,54598000,129851800,59919000
2018-03-21,40.198890686035156,79.09300231933594,54.25161361694336,168.07107543945312,31.648000717163086,41.09548343216158,79.5,54.980589276264126,172.0498468645589,31.940000534057617,40.196541287634304,78.15850067138672,53.91489614445986,162.028497733451,31.451000213623047,41.08374718435731,79.32250213623047,54.18070083702967,163.51681826044535,31.635000228881836,148219600,95016000,44898000,106598800,52639000
2018-03-22,39.63089370727539,77.24600219726562,52.225860595703125,163.60610961914062,30.670000076293945,40.52983232296425,78.69249725341797,53.75174724594238,168.94422394910038,31.41200065612793,39.572216046223105,77.12000274658203,52.05179643848939,162.44522145496325,30.56599998474121,39.90080951555583,78.27349853515625,53.55785036083692,164.8364600066346,31.30699920654297,165963200,126412000,69312000,73743000,80633000
2018-03-23,38.713165283203125,74.77799987792969,50.90675735473633,158.14892578125,30.0939998626709,39.88202301847782,77.45099639892578,52.90176997836697,165.302792529729,30.937000274658203,38.713165283203125,74.76799774169922,50.823446283165815,157.78181159245784,30.035999298095703,39.522916102330775,76.95050048828125,52.13758574321913,164.15182111516467,30.740999221801758,164115200,160120000,49880000,53609700,95299000
2018-03-26,40.55093765258789,77.79299926757812,52.27246856689453,158.81370544433594,32.03499984741211,40.62839255416464,77.84950256347656,52.529348153609014,159.84561606055564,32.10300064086914,39.065219627211995,74.9625015258789,50.11480262154062,147.85967402740113,30.200000762939453,39.447798921891554,76.5,52.09939946393313,159.5677974654145,30.93600082397461,150164800,112494000,65984000,126116600,119883000
2018-03-27,39.51118850708008,74.85250091552734,49.93429183959961,151.0347442626953,30.069000244140625,41.10956740172063,78.79850006103516,52.790684742551996,161.58197889751168,32.290000915527344,39.177899826116274,74.11599731445312,49.472112163939144,149.57618916708182,29.700000762939453,40.76454247240878,78.62000274658203,52.75894557229753,155.0928939537666,32.249000549316406,163690400,139992000,60816000,79117000,120686000
2018-03-28,39.07463073730469,71.57099914550781,49.84701919555664,151.83843994140625,28.57699966430664,39.905508501898744,72.79499816894531,50.829401328072805,154.66625464462274,29.8799991607666,38.771855553481785,69.30850219726562,48.79670183550129,149.625807940841,28.160999298095703,39.25535895321478,72.3499984741211,49.68486148491231,150.46918038322005,29.839000701904297,166674000,274106000,77698000,60029200,189729000
2018-03-29,39.37975311279297,72.36699676513672,51.431915283203125,158.5458221435547,29.53499984741211,40.31155469263699,72.77349853515625,51.97294539534583,160.16313533650757,29.53499984741211,39.17320659190049,68.26000213623047,49.790482890945164,152.93982073506774,27.59000015258789,39.38679414587791,70.30000305175781,50.146045610588935,153.94195113230754,28.700000762939453,153594000,251622000,69338000,59434300,191455000
2018-04-02,39.12156677246094,68.59950256347656,50.21645736694336,154.18008422851562,28.02899932861328,39.65201509761951,71.06800079345703,51.550433175130905,157.96041595386316,29.28700065612793,38.60285827668735,67.75,49.30499198011225,152.91005192026185,27.5049991607666,39.11217992291302,70.88099670410156,50.959813744048574,156.58123953443229,29.194000244140625,150347200,209272000,65068000,36796000,134058000
2018-04-03,39.52293395996094,69.60250091552734,50.51648712158203,154.89447021484375,28.367000579833984,39.60742995378505,70.69999694824219,50.829898715117885,156.16450244865112,29.125,38.69910070622657,67.7665023803711,49.45377143224254,149.6357349536215,27.801000595092773,39.34690093794411,69.56900024414062,50.391024871730004,155.331046633961,28.545000076293945,121112000,204624000,51322000,42543900,126949000
2018-04-04,40.2786865234375,70.52850341796875,51.06346130371094,153.892333984375,28.893999099731445,40.37256933160999,70.76950073242188,51.2137201179156,154.34874375774146,29.0310001373291,38.6732668664508,67.64399719238281,49.41706887438984,149.33806209635878,27.121999740600586,38.69908517590817,67.91200256347656,49.50236245886498,150.84623099352257,27.363000869750977,138422000,139646000,50724000,49885600,129140000
2018-04-05,40.5579948425293,72.5875015258789,51.208763122558594,158.09930419921875,29.39699935913086,40.89362930170126,72.97799682617188,51.90649525559335,160.31195132736013,29.916000366210938,40.38900291382461,71.35350036621094,50.78030509168495,155.430247314225,28.910999298095703,40.50635822090288,72.09950256347656,51.89062756065063,160.30201950222593,29.315000534057617,107732800,128270000,35836000,41449600,106552000
2018-04-06,39.52057647705078,70.2614974975586,50.083560943603516,155.97598266601562,28.885000228881836,40.482887897857516,72.625,51.37538191226471,160.1631254779056,29.885000228881836,39.478326701909054,70.01300048828125,49.90007607203774,155.58901994832812,28.565000534057617,40.12847614077942,71.49849700927734,50.73566868177713,156.50185468902743,28.90999984741211,140021200,117646000,40134000,41644800,114448000
2018-04-09,39.91252899169922,70.30400085449219,50.586402893066406,156.70028686523438,28.993000030517578,40.62604747443878,71.92400360107422,51.80135970518827,159.28004828590807,29.954999923706055,39.8655875988635,70.12850189208984,50.542265432473954,154.8250037634297,28.91200065612793,39.87262862871892,71.25150299072266,50.58392096488634,156.5911579034152,29.177000045776367,116070800,84164000,33220000,34915200,98536000
2018-04-10,40.663612365722656,71.81099700927734,51.400177001953125,163.75494384765625,29.80699920654297,40.839645319686824,71.91899871826172,51.633746876732836,164.68762715637567,29.895000457763672,40.259909838119526,70.78500366210938,50.35432045290916,155.78746897675782,29.16900062561035,40.60493471440127,71.59950256347656,51.090734279213066,156.70030377210585,29.76799964904785,113634400,85082000,36620000,57889300,106605000
2018-04-11,40.4734992980957,71.35250091552734,50.83285903930664,165.02499389648438,30.367000579833984,40.82087000785947,72.43900299072266,51.368929001481966,167.3368385509731,31.163999557495117,40.29981215251393,71.24449920654297,50.542261592399946,161.97889049562437,30.18199920654297,40.42420849279554,71.97200012207031,51.177014676224935,164.07246205954374,30.288000106811523,89726400,71650000,34060000,56144600,148774000
2018-04-12,40.87251281738281,72.42500305175781,51.439353942871094,162.5940399169922,30.924999237060547,41.074364121464306,72.60600280761719,51.804337399767896,166.1461664683181,31.113000869750977,40.61432966748776,71.75299835205078,50.881964286050106,161.83004633576897,30.674999237060547,40.70117504412537,71.9749984741211,51.15074275127111,165.67982485901135,30.972000122070312,91557200,62700000,32896000,38263000,102494000
2018-04-13,41.010990142822266,71.53949737548828,51.37736511230469,163.23899841308594,31.165000915527344,41.27151910294791,72.98899841308594,52.21742217739098,164.40980328499873,31.749000549316406,40.80444720984534,71.22599792480469,51.085280740933705,162.49483815518164,30.822999954223633,41.02272639139374,72.45700073242188,51.915421443053674,163.29852881132163,31.729000091552734,100497200,73706000,25410000,19990600,120466000
2018-04-16,41.26683807373047,72.07499694824219,51.876243591308594,163.54656982421875,30.777999877929688,41.353679888956265,72.3499984741211,52.14055760390715,164.48916971806412,31.610000610351562,41.03447318534113,71.3740005493164,51.272234561158584,162.1177798150317,30.399999618530273,41.081414610290174,72.25,51.84896886410997,164.42963932434435,31.599000930786133,86313600,56172000,29776000,18119400,203079000
2018-04-17,41.834815979003906,75.19149780273438,53.52560806274414,167.3467254638672,33.60599899291992,41.99911267229984,75.3594970703125,53.80529791473153,167.68407440600103,33.86199951171875,41.40529517848783,72.85099792480469,52.42123702824209,164.37008508979616,32.37699890136719,41.42407245506441,73.11499786376953,52.625054032184096,164.5387595608631,32.965999603271484,106421600,102288000,54584000,22743000,338665000
